location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Slovenia,2021-01-29,50-59,3.19,1.34
Slovenia,2021-01-29,60-69,1.6,0.53
Slovenia,2021-01-29,70-79,2.1,0.45
Slovenia,2021-01-29,80+,17.22,1.86
Slovenia,2021-02-05,18-24,0.84,0.47
Slovenia,2021-02-05,25-49,2.36,1.34
Slovenia,2021-02-05,50-59,3.22,1.78
Slovenia,2021-02-05,60-69,1.62,0.74
Slovenia,2021-02-05,70-79,2.13,0.77
Slovenia,2021-02-05,80+,17.85,8.49
Slovenia,2021-02-12,18-24,1.33,0.55
Slovenia,2021-02-12,25-49,2.64,1.5
Slovenia,2021-02-12,50-59,3.51,1.97
Slovenia,2021-02-12,60-69,1.76,0.8
Slovenia,2021-02-12,70-79,2.45,0.86
Slovenia,2021-02-12,80+,29.24,9.74
Slovenia,2021-02-19,18-24,1.73,0.6
Slovenia,2021-02-19,25-49,2.85,1.58
Slovenia,2021-02-19,50-59,3.88,2.06
Slovenia,2021-02-19,60-69,2.18,0.82
Slovenia,2021-02-19,70-79,4.48,0.89
Slovenia,2021-02-19,80+,42.44,10.27
Slovenia,2021-02-26,18-24,1.86,0.63
Slovenia,2021-02-26,25-49,3.07,1.62
Slovenia,2021-02-26,50-59,4.58,2.1
Slovenia,2021-02-26,60-69,3.29,0.84
Slovenia,2021-02-26,70-79,11.55,0.9
Slovenia,2021-02-26,80+,49.7,10.46
Slovenia,2021-03-05,18-24,2.07,0.7
Slovenia,2021-03-05,25-49,3.36,1.73
Slovenia,2021-03-05,50-59,5.68,2.22
Slovenia,2021-03-05,60-69,4.96,0.89
Slovenia,2021-03-05,70-79,16.94,1.06
Slovenia,2021-03-05,80+,52.04,17.77
Slovenia,2021-03-12,18-24,2.33,0.74
Slovenia,2021-03-12,25-49,4.59,1.8
Slovenia,2021-03-12,50-59,8.59,2.3
Slovenia,2021-03-12,60-69,8.2,0.94
Slovenia,2021-03-12,70-79,18.37,2.58
Slovenia,2021-03-12,80+,53.3,30.42
Slovenia,2021-03-19,18-24,2.37,0.75
Slovenia,2021-03-19,25-49,4.79,1.82
Slovenia,2021-03-19,50-59,8.99,2.33
Slovenia,2021-03-19,60-69,8.48,0.97
Slovenia,2021-03-19,70-79,21.62,7.82
Slovenia,2021-03-19,80+,54.7,36.49
Slovenia,2021-03-26,18-24,2.75,0.77
Slovenia,2021-03-26,25-49,6.01,1.85
Slovenia,2021-03-26,50-59,11.39,2.36
Slovenia,2021-03-26,60-69,11.01,1.05
Slovenia,2021-03-26,70-79,33.08,10.76
Slovenia,2021-03-26,80+,56.8,38.09
Slovenia,2021-04-02,18-24,2.91,0.77
Slovenia,2021-04-02,25-49,6.78,1.86
Slovenia,2021-04-02,50-59,12.68,2.37
Slovenia,2021-04-02,60-69,15.3,1.08
Slovenia,2021-04-02,70-79,50.45,13.14
Slovenia,2021-04-02,80+,58.08,39.45
Slovenia,2021-04-09,18-24,2.96,0.78
Slovenia,2021-04-09,25-49,6.88,1.87
Slovenia,2021-04-09,50-59,13.05,2.4
Slovenia,2021-04-09,60-69,28.84,1.12
Slovenia,2021-04-09,70-79,57.11,14.02
Slovenia,2021-04-09,80+,59.06,40.21
Slovenia,2021-04-16,18-24,3.04,0.79
Slovenia,2021-04-16,25-49,7.07,1.89
Slovenia,2021-04-16,50-59,13.63,2.45
Slovenia,2021-04-16,60-69,37.41,1.46
Slovenia,2021-04-16,70-79,60.6,25.07
Slovenia,2021-04-16,80+,59.85,42.59
Slovenia,2021-04-23,18-24,5.82,0.83
Slovenia,2021-04-23,25-49,8.01,1.94
Slovenia,2021-04-23,50-59,16.63,2.58
Slovenia,2021-04-23,60-69,42.14,3.17
Slovenia,2021-04-23,70-79,62.57,38.02
Slovenia,2021-04-23,80+,60.57,43.63
Slovenia,2021-04-30,18-24,6.03,1.03
Slovenia,2021-04-30,25-49,8.3,2.03
Slovenia,2021-04-30,50-59,18.07,2.83
Slovenia,2021-04-30,60-69,45.29,11.27
Slovenia,2021-04-30,70-79,63.85,47.05
Slovenia,2021-04-30,80+,61.16,44.48
Slovenia,2021-05-07,18-24,6.39,1.37
Slovenia,2021-05-07,25-49,9.54,2.43
Slovenia,2021-05-07,50-59,29.03,3.52
Slovenia,2021-05-07,60-69,49.25,19.16
Slovenia,2021-05-07,70-79,65.89,53.36
Slovenia,2021-05-07,80+,62.2,45.41
Slovenia,2021-05-14,18-24,7.96,2.2
Slovenia,2021-05-14,25-49,14.19,3.71
Slovenia,2021-05-14,50-59,35.94,4.78
Slovenia,2021-05-14,60-69,52.57,24.68
Slovenia,2021-05-14,70-79,67.79,55.77
Slovenia,2021-05-14,80+,63.38,46.24
Slovenia,2021-05-21,18-24,12.08,2.97
Slovenia,2021-05-21,25-49,19.94,5.19
Slovenia,2021-05-21,50-59,40.24,8.17
Slovenia,2021-05-21,60-69,55.13,31.48
Slovenia,2021-05-21,70-79,69.49,57.79
Slovenia,2021-05-21,80+,64.48,47.17
Slovenia,2021-05-28,18-24,13.58,3.72
Slovenia,2021-05-28,25-49,21.69,6.67
Slovenia,2021-05-28,50-59,43.13,19.44
Slovenia,2021-05-28,60-69,57.27,37.71
Slovenia,2021-05-28,70-79,70.87,60.15
Slovenia,2021-05-28,80+,65.53,48.13
Slovenia,2021-06-04,18-24,18.29,5.7
Slovenia,2021-06-04,25-49,26.35,10.39
Slovenia,2021-06-04,50-59,46.81,28.35
Slovenia,2021-06-04,60-69,59.18,44.36
Slovenia,2021-06-04,70-79,72.08,61.99
Slovenia,2021-06-04,80+,66.56,49.12
Slovenia,2021-06-11,18-24,23.08,8.41
Slovenia,2021-06-11,25-49,30.32,14.95
Slovenia,2021-06-11,50-59,48.93,33.5
Slovenia,2021-06-11,60-69,60.46,48.72
Slovenia,2021-06-11,70-79,72.97,63.28
Slovenia,2021-06-11,80+,67.36,49.75
Slovenia,2021-06-18,18-24,26.07,11.05
Slovenia,2021-06-18,25-49,32.21,17.98
Slovenia,2021-06-18,50-59,50.14,36.63
Slovenia,2021-06-18,60-69,61.38,51.45
Slovenia,2021-06-18,70-79,73.68,64.23
Slovenia,2021-06-18,80+,67.93,50.37
Slovenia,2021-06-25,18-24,27.42,14.47
Slovenia,2021-06-25,25-49,33.05,21.3
Slovenia,2021-06-25,50-59,50.88,40.49
Slovenia,2021-06-25,60-69,62.0,54.13
Slovenia,2021-06-25,70-79,74.17,65.48
Slovenia,2021-06-25,80+,68.27,50.96
Slovenia,2021-07-02,18-24,28.73,19.32
Slovenia,2021-07-02,25-49,33.85,25.27
Slovenia,2021-07-02,50-59,51.62,43.29
Slovenia,2021-07-02,60-69,62.66,56.41
Slovenia,2021-07-02,70-79,74.69,66.38
Slovenia,2021-07-02,80+,68.66,51.62
Slovenia,2021-07-09,18-24,29.97,23.12
Slovenia,2021-07-09,25-49,34.83,28.1
Slovenia,2021-07-09,50-59,52.68,45.31
Slovenia,2021-07-09,60-69,63.69,57.95
Slovenia,2021-07-09,70-79,75.56,67.19
Slovenia,2021-07-09,80+,69.19,52.06
Slovenia,2021-07-16,18-24,31.68,25.79
Slovenia,2021-07-16,25-49,36.29,30.0
Slovenia,2021-07-16,50-59,54.21,46.71
Slovenia,2021-07-16,60-69,64.91,58.95
Slovenia,2021-07-16,70-79,76.49,67.83
Slovenia,2021-07-16,80+,69.77,52.56
Slovenia,2021-07-23,18-24,33.51,27.66
Slovenia,2021-07-23,25-49,37.7,31.44
Slovenia,2021-07-23,50-59,55.65,47.9
Slovenia,2021-07-23,60-69,66.03,59.82
Slovenia,2021-07-23,70-79,77.39,68.44
Slovenia,2021-07-23,80+,70.32,53.26
Slovenia,2021-07-30,18-24,35.3,29.29
Slovenia,2021-07-30,25-49,39.01,32.72
Slovenia,2021-07-30,50-59,57.0,49.04
Slovenia,2021-07-30,60-69,67.09,60.81
Slovenia,2021-07-30,70-79,78.24,69.3
Slovenia,2021-07-30,80+,70.83,54.21
Slovenia,2021-08-06,18-24,36.68,30.8
Slovenia,2021-08-06,25-49,40.04,33.87
Slovenia,2021-08-06,50-59,58.02,50.27
Slovenia,2021-08-06,60-69,67.94,61.91
Slovenia,2021-08-06,70-79,79.0,70.23
Slovenia,2021-08-06,80+,71.33,55.24
Slovenia,2021-08-13,18-24,37.94,32.4
Slovenia,2021-08-13,25-49,40.87,35.0
Slovenia,2021-08-13,50-59,58.83,51.4
Slovenia,2021-08-13,60-69,68.6,62.88
Slovenia,2021-08-13,70-79,79.59,71.08
Slovenia,2021-08-13,80+,71.77,55.98
Slovenia,2021-08-20,18-24,39.43,34.05
Slovenia,2021-08-20,25-49,41.77,36.14
Slovenia,2021-08-20,50-59,59.78,52.58
Slovenia,2021-08-20,60-69,69.35,63.88
Slovenia,2021-08-20,70-79,80.37,71.95
Slovenia,2021-08-20,80+,72.52,56.64
Slovenia,2021-08-27,18-24,40.88,35.49
Slovenia,2021-08-27,25-49,42.76,37.18
Slovenia,2021-08-27,50-59,60.69,53.57
Slovenia,2021-08-27,60-69,70.03,64.73
Slovenia,2021-08-27,70-79,81.05,72.75
Slovenia,2021-08-27,80+,73.17,57.55
Slovenia,2021-09-03,18-24,42.02,36.79
Slovenia,2021-09-03,25-49,43.64,38.07
Slovenia,2021-09-03,50-59,61.43,54.36
Slovenia,2021-09-03,60-69,70.66,65.44
Slovenia,2021-09-03,70-79,81.6,73.36
Slovenia,2021-09-03,80+,73.66,58.08
Slovenia,2021-09-10,18-24,43.58,38.37
Slovenia,2021-09-10,25-49,45.13,39.24
Slovenia,2021-09-10,50-59,62.69,55.52
Slovenia,2021-09-10,60-69,71.69,66.38
Slovenia,2021-09-10,70-79,82.5,74.35
Slovenia,2021-09-10,80+,74.4,59.74
Slovenia,2021-09-17,18-24,47.88,40.79
Slovenia,2021-09-17,25-49,49.07,41.47
Slovenia,2021-09-17,50-59,66.36,57.75
Slovenia,2021-09-17,60-69,74.42,67.94
Slovenia,2021-09-17,70-79,84.8,76.18
Slovenia,2021-09-17,80+,76.15,62.95
Slovenia,2021-09-24,18-24,49.99,42.34
Slovenia,2021-09-24,25-49,50.61,42.75
Slovenia,2021-09-24,50-59,67.69,59.05
Slovenia,2021-09-24,60-69,75.52,68.99
Slovenia,2021-09-24,70-79,85.86,77.7
Slovenia,2021-09-24,80+,77.24,66.54
Slovenia,2021-10-01,18-24,51.06,43.64
Slovenia,2021-10-01,25-49,51.37,43.92
Slovenia,2021-10-01,50-59,68.31,60.16
Slovenia,2021-10-01,60-69,76.02,70.01
Slovenia,2021-10-01,70-79,86.31,79.11
Slovenia,2021-10-01,80+,77.78,69.8
Slovenia,2021-10-08,18-24,51.52,45.83
Slovenia,2021-10-08,25-49,51.72,45.88
Slovenia,2021-10-08,50-59,68.6,62.17
Slovenia,2021-10-08,60-69,76.26,71.76
Slovenia,2021-10-08,70-79,86.51,81.16
Slovenia,2021-10-08,80+,78.03,72.45
Slovenia,2021-10-15,18-24,51.85,47.35
Slovenia,2021-10-15,25-49,51.97,47.07
Slovenia,2021-10-15,50-59,68.82,63.34
Slovenia,2021-10-15,60-69,76.42,72.82
Slovenia,2021-10-15,70-79,86.65,83.11
Slovenia,2021-10-15,80+,78.21,75.05
Spain,2021-01-08,18-24,0.29,0.0
Spain,2021-01-08,25-49,0.81,0.0
Spain,2021-01-08,50-59,1.03,0.0
Spain,2021-01-08,60-69,0.81,0.0
Spain,2021-01-08,70-79,0.71,0.0
Spain,2021-01-08,80+,4.67,0.0
Spain,2021-01-15,18-24,0.75,0.0
Spain,2021-01-15,25-49,2.17,0.0
Spain,2021-01-15,50-59,2.71,0.0
Spain,2021-01-15,60-69,2.05,0.0
Spain,2021-01-15,70-79,1.08,0.01
Spain,2021-01-15,80+,6.99,0.03
Spain,2021-01-22,18-24,1.03,0.04
Spain,2021-01-22,25-49,2.88,0.14
Spain,2021-01-22,50-59,3.63,0.2
Spain,2021-01-22,60-69,2.72,0.18
Spain,2021-01-22,70-79,1.22,0.19
Spain,2021-01-22,80+,7.75,1.23
Spain,2021-01-29,18-24,1.15,0.24
Spain,2021-01-29,25-49,3.12,0.71
Spain,2021-01-29,50-59,3.95,0.93
Spain,2021-01-29,60-69,2.94,0.75
Spain,2021-01-29,70-79,1.27,0.63
Spain,2021-01-29,80+,8.04,4.27
Spain,2021-02-05,18-24,1.28,0.62
Spain,2021-02-05,25-49,3.32,1.9
Spain,2021-02-05,50-59,4.18,2.41
Spain,2021-02-05,60-69,3.1,1.85
Spain,2021-02-05,70-79,1.33,0.98
Spain,2021-02-05,80+,8.34,6.42
Spain,2021-02-12,18-24,1.55,0.94
Spain,2021-02-12,25-49,3.91,2.7
Spain,2021-02-12,50-59,4.79,3.43
Spain,2021-02-12,60-69,3.48,2.59
Spain,2021-02-12,70-79,1.41,1.14
Spain,2021-02-12,80+,8.97,7.33
Spain,2021-02-19,18-24,2.09,1.1
Spain,2021-02-19,25-49,4.76,3.02
Spain,2021-02-19,50-59,5.68,3.84
Spain,2021-02-19,60-69,4.0,2.88
Spain,2021-02-19,70-79,1.65,1.21
Spain,2021-02-19,80+,14.25,7.72
Spain,2021-02-26,18-24,2.73,1.2
Spain,2021-02-26,25-49,6.18,3.18
Spain,2021-02-26,50-59,6.82,4.02
Spain,2021-02-26,60-69,4.55,3.01
Spain,2021-02-26,70-79,2.16,1.27
Spain,2021-02-26,80+,25.48,8.05
Spain,2021-03-05,18-24,3.23,1.36
Spain,2021-03-05,25-49,7.72,3.53
Spain,2021-03-05,50-59,7.93,4.45
Spain,2021-03-05,60-69,4.91,3.32
Spain,2021-03-05,70-79,2.67,1.35
Spain,2021-03-05,80+,39.07,8.67
Spain,2021-03-12,18-24,3.84,1.67
Spain,2021-03-12,25-49,9.07,4.01
Spain,2021-03-12,50-59,9.18,5.04
Spain,2021-03-12,60-69,5.1,3.88
Spain,2021-03-12,70-79,2.98,1.58
Spain,2021-03-12,80+,48.25,13.74
Spain,2021-03-19,18-24,4.0,1.95
Spain,2021-03-19,25-49,9.29,4.36
Spain,2021-03-19,50-59,9.4,5.54
Spain,2021-03-19,60-69,5.21,4.46
Spain,2021-03-19,70-79,3.16,2.05
Spain,2021-03-19,80+,54.64,23.83
Spain,2021-03-26,18-24,4.73,2.1
Spain,2021-03-26,25-49,10.35,4.56
Spain,2021-03-26,50-59,10.95,5.81
Spain,2021-03-26,60-69,8.07,4.81
Spain,2021-03-26,70-79,3.49,2.55
Spain,2021-03-26,80+,64.47,37.0
Spain,2021-04-02,18-24,5.11,2.15
Spain,2021-04-02,25-49,10.97,4.62
Spain,2021-04-02,50-59,11.9,5.91
Spain,2021-04-02,60-69,14.75,4.96
Spain,2021-04-02,70-79,5.06,2.82
Spain,2021-04-02,80+,79.59,44.8
Spain,2021-04-09,18-24,5.41,2.21
Spain,2021-04-09,25-49,11.27,4.7
Spain,2021-04-09,50-59,12.42,6.02
Spain,2021-04-09,60-69,26.93,5.11
Spain,2021-04-09,70-79,19.68,3.02
Spain,2021-04-09,80+,94.73,51.83
Spain,2021-04-16,18-24,5.5,2.28
Spain,2021-04-16,25-49,11.42,4.78
Spain,2021-04-16,50-59,12.72,6.13
Spain,2021-04-16,60-69,37.55,5.25
Spain,2021-04-16,70-79,44.1,3.29
Spain,2021-04-16,80+,98.39,60.93
Spain,2021-04-23,18-24,5.61,2.32
Spain,2021-04-23,25-49,11.61,4.84
Spain,2021-04-23,50-59,13.08,6.22
Spain,2021-04-23,60-69,45.6,5.49
Spain,2021-04-23,70-79,65.21,5.02
Spain,2021-04-23,80+,99.8,76.63
Spain,2021-04-30,18-24,5.74,2.4
Spain,2021-04-30,25-49,11.78,4.94
Spain,2021-04-30,50-59,13.42,6.35
Spain,2021-04-30,60-69,55.8,6.35
Spain,2021-04-30,70-79,83.74,20.68
Spain,2021-04-30,80+,100.6,92.81
Spain,2021-05-07,18-24,5.97,2.48
Spain,2021-05-07,25-49,12.05,5.07
Spain,2021-05-07,50-59,15.92,6.54
Spain,2021-05-07,60-69,74.97,7.0
Spain,2021-05-07,70-79,92.51,43.94
Spain,2021-05-07,80+,101.1,97.16
Spain,2021-05-14,18-24,6.28,2.59
Spain,2021-05-14,25-49,12.52,5.28
Spain,2021-05-14,50-59,27.33,7.02
Spain,2021-05-14,60-69,84.62,7.66
Spain,2021-05-14,70-79,95.18,65.12
Spain,2021-05-14,80+,101.49,98.78
Spain,2021-05-21,18-24,6.7,2.72
Spain,2021-05-21,25-49,13.04,5.49
Spain,2021-05-21,50-59,43.69,8.35
Spain,2021-05-21,60-69,87.91,9.95
Spain,2021-05-21,70-79,96.33,82.18
Spain,2021-05-21,80+,101.77,99.53
Spain,2021-05-28,18-24,6.95,3.11
Spain,2021-05-28,25-49,13.49,6.37
Spain,2021-05-28,50-59,59.2,11.82
Spain,2021-05-28,60-69,89.65,16.09
Spain,2021-05-28,70-79,97.0,91.24
Spain,2021-05-28,80+,101.96,100.02
Spain,2021-06-04,18-24,7.24,3.94
Spain,2021-06-04,25-49,15.3,8.48
Spain,2021-06-04,50-59,75.82,23.25
Spain,2021-06-04,60-69,90.96,21.8
Spain,2021-06-04,70-79,97.36,94.25
Spain,2021-06-04,80+,102.1,100.39
Spain,2021-06-11,18-24,7.54,4.77
Spain,2021-06-11,25-49,22.36,10.73
Spain,2021-06-11,50-59,83.99,39.59
Spain,2021-06-11,60-69,92.13,25.26
Spain,2021-06-11,70-79,97.63,95.63
Spain,2021-06-11,80+,102.23,100.67
Spain,2021-06-18,18-24,7.87,5.67
Spain,2021-06-18,25-49,31.67,12.66
Spain,2021-06-18,50-59,86.84,54.1
Spain,2021-06-18,60-69,93.21,30.05
Spain,2021-06-18,70-79,97.81,96.35
Spain,2021-06-18,80+,102.32,100.86
Spain,2021-06-25,18-24,8.31,6.44
Spain,2021-06-25,25-49,40.56,15.53
Spain,2021-06-25,50-59,88.24,70.75
Spain,2021-06-25,60-69,93.91,41.11
Spain,2021-06-25,70-79,97.94,96.72
Spain,2021-06-25,80+,102.39,100.99
Spain,2021-07-02,18-24,9.66,7.13
Spain,2021-07-02,25-49,49.81,22.16
Spain,2021-07-02,50-59,89.46,79.36
Spain,2021-07-02,60-69,94.61,54.0
Spain,2021-07-02,70-79,98.08,97.02
Spain,2021-07-02,80+,102.46,101.11
Spain,2021-07-09,18-24,13.65,7.82
Spain,2021-07-09,25-49,57.08,30.4
Spain,2021-07-09,50-59,90.28,82.36
Spain,2021-07-09,60-69,95.2,69.42
Spain,2021-07-09,70-79,98.18,97.22
Spain,2021-07-09,80+,102.52,101.19
Spain,2021-07-16,18-24,20.11,8.55
Spain,2021-07-16,25-49,63.6,38.47
Spain,2021-07-16,50-59,90.95,84.01
Spain,2021-07-16,60-69,95.74,79.83
Spain,2021-07-16,70-79,98.27,97.38
Spain,2021-07-16,80+,102.57,101.26
Spain,2021-07-23,18-24,29.82,9.65
Spain,2021-07-23,25-49,69.04,46.28
Spain,2021-07-23,50-59,91.58,85.22
Spain,2021-07-23,60-69,96.18,85.9
Spain,2021-07-23,70-79,98.35,97.54
Spain,2021-07-23,80+,102.62,101.33
Spain,2021-07-30,18-24,42.99,12.04
Spain,2021-07-30,25-49,73.46,51.92
Spain,2021-07-30,50-59,92.04,85.87
Spain,2021-07-30,60-69,96.54,89.21
Spain,2021-07-30,70-79,98.42,97.65
Spain,2021-07-30,80+,102.67,101.39
Spain,2021-08-06,18-24,55.05,14.79
Spain,2021-08-06,25-49,76.44,57.27
Spain,2021-08-06,50-59,92.49,86.33
Spain,2021-08-06,60-69,96.91,90.63
Spain,2021-08-06,70-79,98.49,97.72
Spain,2021-08-06,80+,102.71,101.44
Spain,2021-08-13,18-24,67.22,21.13
Spain,2021-08-13,25-49,78.21,62.05
Spain,2021-08-13,50-59,92.94,86.63
Spain,2021-08-13,60-69,97.24,91.45
Spain,2021-08-13,70-79,98.56,97.8
Spain,2021-08-13,80+,102.76,101.48
Spain,2021-08-20,18-24,71.86,32.86
Spain,2021-08-20,25-49,79.42,66.14
Spain,2021-08-20,50-59,93.37,86.86
Spain,2021-08-20,60-69,97.62,91.95
Spain,2021-08-20,70-79,98.64,97.86
Spain,2021-08-20,80+,102.81,101.52
Spain,2021-08-27,18-24,74.73,44.92
Spain,2021-08-27,25-49,80.49,69.13
Spain,2021-08-27,50-59,93.73,87.11
Spain,2021-08-27,60-69,97.84,92.43
Spain,2021-08-27,70-79,98.69,97.92
Spain,2021-08-27,80+,102.84,101.56
Spain,2021-09-03,18-24,77.63,56.89
Spain,2021-09-03,25-49,81.42,71.07
Spain,2021-09-03,50-59,94.06,87.37
Spain,2021-09-03,60-69,98.04,92.85
Spain,2021-09-03,70-79,98.74,97.99
Spain,2021-09-03,80+,102.87,101.61
Spain,2021-09-10,18-24,79.83,61.71
Spain,2021-09-10,25-49,82.16,72.18
Spain,2021-09-10,50-59,94.32,87.57
Spain,2021-09-10,60-69,98.22,93.23
Spain,2021-09-10,70-79,98.78,98.06
Spain,2021-09-10,80+,102.9,101.65
Spain,2021-09-17,18-24,81.31,64.18
Spain,2021-09-17,25-49,82.73,72.99
Spain,2021-09-17,50-59,94.5,87.73
Spain,2021-09-17,60-69,98.35,93.47
Spain,2021-09-17,70-79,98.82,98.11
Spain,2021-09-17,80+,102.93,101.69
Spain,2021-09-24,18-24,82.38,66.0
Spain,2021-09-24,25-49,83.16,73.65
Spain,2021-09-24,50-59,94.63,87.86
Spain,2021-09-24,60-69,98.44,93.69
Spain,2021-09-24,70-79,98.86,98.16
Spain,2021-09-24,80+,102.96,101.73
Spain,2021-10-01,18-24,83.12,67.32
Spain,2021-10-01,25-49,83.47,74.2
Spain,2021-10-01,50-59,94.73,87.98
Spain,2021-10-01,60-69,98.5,93.86
Spain,2021-10-01,70-79,98.88,98.21
Spain,2021-10-01,80+,102.98,101.76
Spain,2021-10-08,18-24,83.71,68.1
Spain,2021-10-08,25-49,83.71,74.56
Spain,2021-10-08,50-59,94.8,88.07
Spain,2021-10-08,60-69,98.55,93.98
Spain,2021-10-08,70-79,98.9,98.25
Spain,2021-10-08,80+,103.0,101.79
Spain,2021-10-15,18-24,84.15,68.65
Spain,2021-10-15,25-49,83.89,74.83
Spain,2021-10-15,50-59,94.86,88.15
Spain,2021-10-15,60-69,98.59,94.06
Spain,2021-10-15,70-79,98.92,98.28
Spain,2021-10-15,80+,103.01,101.81
Spain,2021-10-22,18-24,84.28,68.81
Spain,2021-10-22,25-49,83.95,74.92
Spain,2021-10-22,50-59,94.88,88.17
Spain,2021-10-22,60-69,98.61,94.09
Spain,2021-10-22,70-79,98.92,98.28
Spain,2021-10-22,80+,103.01,101.82
Sweden,2021-01-01,18-24,0.0,0.0
Sweden,2021-01-01,25-49,0.0,0.0
Sweden,2021-01-01,50-59,0.01,0.0
Sweden,2021-01-01,60-69,0.01,0.0
Sweden,2021-01-01,70-79,0.04,0.0
Sweden,2021-01-01,80+,0.3,0.0
Sweden,2021-01-08,18-24,0.07,0.0
Sweden,2021-01-08,25-49,0.16,0.0
Sweden,2021-01-08,50-59,0.34,0.0
Sweden,2021-01-08,60-69,0.37,0.0
Sweden,2021-01-08,70-79,0.88,0.0
Sweden,2021-01-08,80+,5.52,0.0
Sweden,2021-01-15,18-24,0.32,0.0
Sweden,2021-01-15,25-49,0.72,0.0
Sweden,2021-01-15,50-59,1.25,0.0
Sweden,2021-01-15,60-69,1.16,0.0
Sweden,2021-01-15,70-79,1.82,0.0
Sweden,2021-01-15,80+,10.75,0.01
Sweden,2021-01-22,18-24,0.79,0.01
Sweden,2021-01-22,25-49,1.64,0.02
Sweden,2021-01-22,50-59,2.66,0.05
Sweden,2021-01-22,60-69,2.35,0.06
Sweden,2021-01-22,70-79,2.94,0.16
Sweden,2021-01-22,80+,15.88,1.06
Sweden,2021-01-29,18-24,1.13,0.03
Sweden,2021-01-29,25-49,2.2,0.09
Sweden,2021-01-29,50-59,3.55,0.2
Sweden,2021-01-29,60-69,3.11,0.23
Sweden,2021-01-29,70-79,3.62,0.53
Sweden,2021-01-29,80+,18.95,3.27
Sweden,2021-02-05,18-24,1.32,0.19
Sweden,2021-02-05,25-49,2.5,0.45
Sweden,2021-02-05,50-59,4.06,0.81
Sweden,2021-02-05,60-69,3.59,0.74
Sweden,2021-02-05,70-79,4.22,1.13
Sweden,2021-02-05,80+,21.49,6.69
Sweden,2021-02-12,18-24,1.53,0.42
Sweden,2021-02-12,25-49,2.81,0.94
Sweden,2021-02-12,50-59,4.53,1.6
Sweden,2021-02-12,60-69,4.03,1.46
Sweden,2021-02-12,70-79,4.86,1.97
Sweden,2021-02-12,80+,24.63,10.81
Sweden,2021-02-19,18-24,1.96,0.83
Sweden,2021-02-19,25-49,3.35,1.71
Sweden,2021-02-19,50-59,5.33,2.82
Sweden,2021-02-19,60-69,4.7,2.45
Sweden,2021-02-19,70-79,5.82,2.75
Sweden,2021-02-19,80+,28.52,14.06
Sweden,2021-02-26,18-24,2.52,1.14
Sweden,2021-02-26,25-49,4.08,2.19
Sweden,2021-02-26,50-59,6.39,3.58
Sweden,2021-02-26,60-69,5.64,3.09
Sweden,2021-02-26,70-79,7.07,3.29
Sweden,2021-02-26,80+,35.21,16.27
Sweden,2021-03-05,18-24,3.25,1.27
Sweden,2021-03-05,25-49,5.31,2.43
Sweden,2021-03-05,50-59,8.01,3.96
Sweden,2021-03-05,60-69,7.0,3.47
Sweden,2021-03-05,70-79,8.76,3.82
Sweden,2021-03-05,80+,44.85,18.55
Sweden,2021-03-12,18-24,3.93,1.36
Sweden,2021-03-12,25-49,6.34,2.57
Sweden,2021-03-12,50-59,9.33,4.2
Sweden,2021-03-12,60-69,8.35,3.83
Sweden,2021-03-12,70-79,11.59,4.56
Sweden,2021-03-12,80+,60.02,21.49
Sweden,2021-03-19,18-24,4.08,1.45
Sweden,2021-03-19,25-49,6.56,2.71
Sweden,2021-03-19,50-59,9.64,4.44
Sweden,2021-03-19,60-69,8.86,4.29
Sweden,2021-03-19,70-79,15.1,5.59
Sweden,2021-03-19,80+,72.32,26.35
Sweden,2021-03-26,18-24,4.18,1.52
Sweden,2021-03-26,25-49,6.68,2.83
Sweden,2021-03-26,50-59,9.85,4.65
Sweden,2021-03-26,60-69,9.36,4.86
Sweden,2021-03-26,70-79,21.51,6.88
Sweden,2021-03-26,80+,82.1,33.04
Sweden,2021-04-02,18-24,4.26,1.58
Sweden,2021-04-02,25-49,6.78,2.92
Sweden,2021-04-02,50-59,10.02,4.81
Sweden,2021-04-02,60-69,10.32,5.27
Sweden,2021-04-02,70-79,36.42,8.03
Sweden,2021-04-02,80+,88.2,40.56
Sweden,2021-04-09,18-24,4.35,1.63
Sweden,2021-04-09,25-49,6.89,3.01
Sweden,2021-04-09,50-59,10.18,4.97
Sweden,2021-04-09,60-69,13.27,5.62
Sweden,2021-04-09,70-79,56.55,9.91
Sweden,2021-04-09,80+,90.79,51.62
Sweden,2021-04-16,18-24,4.52,1.69
Sweden,2021-04-16,25-49,7.11,3.1
Sweden,2021-04-16,50-59,10.54,5.1
Sweden,2021-04-16,60-69,27.93,5.91
Sweden,2021-04-16,70-79,79.3,11.93
Sweden,2021-04-16,80+,92.22,58.11
Sweden,2021-04-23,18-24,4.95,1.74
Sweden,2021-04-23,25-49,7.65,3.16
Sweden,2021-04-23,50-59,12.34,5.2
Sweden,2021-04-23,60-69,51.19,6.14
Sweden,2021-04-23,70-79,89.02,13.21
Sweden,2021-04-23,80+,92.91,61.23
Sweden,2021-04-30,18-24,5.71,1.8
Sweden,2021-04-30,25-49,8.7,3.24
Sweden,2021-04-30,50-59,18.82,5.35
Sweden,2021-04-30,60-69,70.81,6.34
Sweden,2021-04-30,70-79,91.78,14.25
Sweden,2021-04-30,80+,93.29,62.78
